	65	130	195	259
0	1.0	1.0	0.8333333333333334	0.8333333333333334
1	1.0	0.5	0.6666666666666666	0.6666666666666666
2	0.6	0.8	1.0	0.8
3	1.0	1.0	0.8	1.0
4	0.6	0.8	0.8	0.4
5	0.3333333333333333	0.5	0.5	0.5
6	0.8333333333333334	1.0	0.8333333333333334	0.8333333333333334
7	0.8	1.0	1.0	1.0
8	1.0	0.8	0.8	1.0
9	0.8	0.8	1.0	1.0
10	1.0	1.0	1.0	1.0
11	0.5	0.5	0.5	0.5
12	1.0	0.8	0.6	0.8
13	0.6	0.8	0.8	0.6
14	0.8	1.0	1.0	1.0
15	0.6666666666666666	1.0	1.0	0.8333333333333334
16	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.8333333333333334
17	1.0	1.0	1.0	1.0
18	0.8	0.8	1.0	1.0
19	0.4	0.4	0.2	0.6
20	0.6666666666666666	0.5	0.5	0.5
21	1.0	0.8333333333333334	1.0	0.8333333333333334
22	1.0	1.0	1.0	1.0
23	0.8	0.8	1.0	0.8
24	0.6	0.8	0.4	0.8
25	0.8333333333333334	0.6666666666666666	0.8333333333333334	0.8333333333333334
26	0.8333333333333334	1.0	0.5	0.8333333333333334
27	0.8	1.0	1.0	0.6
28	1.0	1.0	1.0	1.0
29	0.6	0.6	0.6	0.8
30	0.8333333333333334	0.6666666666666666	0.8333333333333334	0.6666666666666666
31	1.0	0.8333333333333334	1.0	1.0
32	1.0	1.0	1.0	0.6
33	1.0	1.0	1.0	0.8
34	0.8	0.6	0.6	0.6
35	1.0	0.8333333333333334	0.8333333333333334	0.8333333333333334
36	0.8333333333333334	0.8333333333333334	0.8333333333333334	1.0
37	0.6	1.0	0.8	0.6
38	0.4	0.6	1.0	0.8
39	0.8	0.8	0.8	0.8
40	0.8333333333333334	0.8333333333333334	1.0	0.6666666666666666
41	1.0	1.0	1.0	1.0
42	0.6	0.8	0.6	0.8
43	0.8	1.0	1.0	1.0
44	1.0	0.6	0.4	1.0
45	1.0	0.6666666666666666	0.8333333333333334	0.8333333333333334
46	1.0	1.0	1.0	0.8333333333333334
47	0.6	0.6	0.4	1.0
48	0.6	1.0	0.8	0.4
49	0.6	0.8	1.0	0.6
