	65	130	195	259
0	1.0	1.0	0.9	0.8888888888888888
1	1.0	0.7272727272727273	0.75	0.8
2	0.7777777777777778	0.8571428571428571	1.0	0.8571428571428571
3	1.0	1.0	0.8571428571428571	1.0
4	0.8	0.8888888888888888	0.8888888888888888	0.7272727272727273
5	0.6363636363636364	0.625	0.6666666666666666	0.6666666666666666
6	0.9	1.0	0.9	0.9
7	0.8571428571428571	1.0	1.0	1.0
8	1.0	0.8333333333333334	0.8571428571428571	1.0
9	0.8571428571428571	0.8571428571428571	1.0	1.0
10	1.0	1.0	1.0	1.0
11	0.7272727272727273	0.7	0.7272727272727273	0.75
12	1.0	0.8888888888888888	0.7777777777777778	0.8571428571428571
13	0.8	0.8	0.8888888888888888	0.7777777777777778
14	0.8571428571428571	1.0	1.0	1.0
15	0.75	1.0	1.0	0.8888888888888888
16	0.7777777777777778	0.7777777777777778	0.75	0.875
17	1.0	1.0	1.0	1.0
18	0.8888888888888888	0.875	1.0	1.0
19	0.7272727272727273	0.7272727272727273	0.6666666666666666	0.75
20	0.8	0.75	0.7272727272727273	0.75
21	1.0	0.9	1.0	0.9
22	1.0	1.0	1.0	1.0
23	0.8	0.8333333333333334	1.0	0.8571428571428571
24	0.75	0.8571428571428571	0.6666666666666666	0.8333333333333334
25	0.8888888888888888	0.8	0.8888888888888888	0.8888888888888888
26	0.8571428571428571	1.0	0.7272727272727273	0.8571428571428571
27	0.8571428571428571	1.0	1.0	0.75
28	1.0	1.0	1.0	1.0
29	0.8	0.8	0.8	0.8888888888888888
30	0.8571428571428571	0.7777777777777778	0.8571428571428571	0.7777777777777778
31	1.0	0.875	1.0	1.0
32	1.0	1.0	1.0	0.7142857142857143
33	1.0	1.0	1.0	0.8571428571428571
34	0.875	0.75	0.7777777777777778	0.7777777777777778
35	1.0	0.875	0.875	0.8888888888888888
36	0.8888888888888888	0.8333333333333334	0.8571428571428571	1.0
37	0.8	1.0	0.8571428571428571	0.8
38	0.6666666666666666	0.7777777777777778	1.0	0.875
39	0.8571428571428571	0.8571428571428571	0.8333333333333334	0.875
40	0.875	0.8888888888888888	1.0	0.8
41	1.0	1.0	1.0	1.0
42	0.7777777777777778	0.875	0.7777777777777778	0.8571428571428571
43	0.875	1.0	1.0	1.0
44	1.0	0.7777777777777778	0.7272727272727273	1.0
45	1.0	0.7777777777777778	0.875	0.8888888888888888
46	1.0	1.0	1.0	0.9
47	0.75	0.75	0.25	1.0
48	0.7777777777777778	1.0	0.875	0.7272727272727273
49	0.7142857142857143	0.8333333333333334	1.0	0.7777777777777778
