	65	130	195	259
0	0.7777777777777778	1.0	1.0	0.8888888888888888
1	0.6666666666666666	0.8888888888888888	0.6666666666666666	0.8888888888888888
2	0.875	0.75	0.625	0.75
3	0.5	0.375	0.75	0.75
4	1.0	1.0	1.0	1.0
5	0.7777777777777778	0.5555555555555556	0.6666666666666666	0.6666666666666666
6	1.0	0.8888888888888888	1.0	1.0
7	0.75	0.875	1.0	0.875
8	1.0	0.625	0.75	0.75
9	0.75	0.75	0.875	0.875
10	0.5555555555555556	0.5555555555555556	0.5555555555555556	0.7777777777777778
11	0.8888888888888888	0.7777777777777778	0.8888888888888888	1.0
12	0.875	1.0	0.875	0.75
13	1.0	0.5	1.0	0.875
14	0.75	0.75	0.625	0.875
15	0.6666666666666666	0.4444444444444444	0.7777777777777778	0.8888888888888888
16	0.7777777777777778	0.7777777777777778	0.6666666666666666	0.7777777777777778
17	0.75	1.0	0.875	0.75
18	1.0	0.875	0.875	0.625
19	1.0	1.0	1.0	0.75
20	0.8888888888888888	1.0	0.8888888888888888	1.0
21	1.0	1.0	1.0	1.0
22	0.75	0.75	0.75	0.75
23	0.5	0.625	0.5	0.75
24	0.75	0.75	0.75	0.625
25	0.8888888888888888	0.8888888888888888	0.8888888888888888	0.8888888888888888
26	0.6666666666666666	0.8888888888888888	0.8888888888888888	0.6666666666666666
27	0.75	0.75	0.75	0.75
28	0.875	0.625	0.75	0.75
29	1.0	1.0	1.0	1.0
30	0.6666666666666666	0.7777777777777778	0.6666666666666666	0.7777777777777778
31	0.4444444444444444	0.7777777777777778	0.6666666666666666	1.0
32	0.5	0.625	0.875	0.625
33	0.375	0.75	0.5	0.75
34	0.875	0.75	0.875	0.875
35	0.7777777777777778	0.7777777777777778	0.7777777777777778	0.8888888888888888
36	0.8888888888888888	0.5555555555555556	0.6666666666666666	0.6666666666666666
37	1.0	1.0	0.75	1.0
38	0.75	0.875	0.75	0.875
39	0.75	0.75	0.625	0.875
40	0.7777777777777778	0.8888888888888888	0.8888888888888888	0.8888888888888888
41	0.6666666666666666	0.7777777777777778	0.7777777777777778	0.4444444444444444
42	0.875	0.875	0.875	0.75
43	0.875	0.875	0.875	0.875
44	0.625	0.875	1.0	0.875
45	0.7777777777777778	0.7777777777777778	0.7777777777777778	0.8888888888888888
46	1.0	0.8888888888888888	0.8888888888888888	1.0
47	0.75	0.75	0.125	0.625
48	0.875	0.875	0.875	1.0
49	0.625	0.625	0.625	0.875
