	65	130	195	259
0	0.8888888888888888	1.0	0.9166666666666667	0.8611111111111112
1	0.8333333333333333	0.6944444444444444	0.6666666666666667	0.7777777777777778
2	0.7375	0.7750000000000001	0.8125	0.7750000000000001
3	0.75	0.6875	0.7750000000000001	0.875
4	0.8	0.9	0.9	0.7
5	0.5555555555555556	0.5277777777777778	0.5833333333333333	0.5833333333333333
6	0.9166666666666667	0.9444444444444444	0.9166666666666667	0.9166666666666667
7	0.7750000000000001	0.9375	1.0	0.9375
8	1.0	0.7125	0.7750000000000001	0.875
9	0.7750000000000001	0.7750000000000001	0.9375	0.9375
10	0.7777777777777778	0.7777777777777778	0.7777777777777778	0.8888888888888888
11	0.6944444444444444	0.6388888888888888	0.6944444444444444	0.75
12	0.9375	0.9	0.7375	0.7750000000000001
13	0.8	0.6500000000000001	0.9	0.7375
14	0.7750000000000001	0.875	0.8125	0.9375
15	0.6666666666666667	0.7222222222222222	0.8888888888888888	0.8611111111111112
16	0.7222222222222223	0.7222222222222223	0.6666666666666667	0.8055555555555555
17	0.875	1.0	0.9375	0.875
18	0.9	0.8375	0.9375	0.8125
19	0.7	0.7	0.6	0.675
20	0.7777777777777778	0.75	0.6944444444444444	0.75
21	1.0	0.9166666666666667	1.0	0.9166666666666667
22	0.875	0.875	0.875	0.875
23	0.6500000000000001	0.7125	0.75	0.7750000000000001
24	0.675	0.7750000000000001	0.575	0.7125
25	0.8611111111111112	0.7777777777777778	0.8611111111111112	0.8611111111111112
26	0.75	0.9444444444444444	0.6944444444444444	0.75
27	0.7750000000000001	0.875	0.875	0.675
28	0.9375	0.8125	0.875	0.875
29	0.8	0.8	0.8	0.9
30	0.75	0.7222222222222223	0.75	0.7222222222222223
31	0.7222222222222222	0.8055555555555555	0.8333333333333333	1.0
32	0.75	0.8125	0.9375	0.6125
33	0.6875	0.875	0.75	0.7750000000000001
34	0.8375	0.675	0.7375	0.7375
35	0.8888888888888888	0.8055555555555555	0.8055555555555555	0.8611111111111112
36	0.8611111111111112	0.6944444444444444	0.75	0.8333333333333333
37	0.8	1.0	0.7750000000000001	0.8
38	0.575	0.7375	0.875	0.8375
39	0.7750000000000001	0.7750000000000001	0.7125	0.8375
40	0.8055555555555555	0.8611111111111112	0.9444444444444444	0.7777777777777778
41	0.8333333333333333	0.8888888888888888	0.8888888888888888	0.7222222222222222
42	0.7375	0.8375	0.7375	0.7750000000000001
43	0.8375	0.9375	0.9375	0.9375
44	0.8125	0.7375	0.7	0.9375
45	0.8888888888888888	0.7222222222222223	0.8055555555555555	0.8611111111111112
46	1.0	0.9444444444444444	0.9444444444444444	0.9166666666666667
47	0.675	0.675	0.2625	0.8125
48	0.7375	0.9375	0.8375	0.7
49	0.6125	0.7125	0.8125	0.7375
